Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 112.5 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.71588431232347 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   133762.5     4.77578961E-08|6.79637602    |93.2036239         3.92549132E-08|6.77348555    |93.2265144    |100           
   133875.0     4.69035661E-08|6.78021776    |93.2197822         3.85463342E-08|6.75736254    |93.2426374    |100           
   133987.5     4.6064519E-08 |6.76409791    |93.235902          3.78505456E-08|6.7412779     |93.2587221    |100           
   134100.0     4.52404814E-08|6.74801639    |93.2519836         3.71673165E-08|6.72523155    |93.2747684    |100           
   134212.5     4.44311849E-08|6.7319731     |93.2680269         3.64964201E-08|6.70922339    |93.2907766    |100           
   134325.0     4.36363657E-08|6.71596795    |93.284032          3.58376339E-08|6.69325334    |93.3067466    |100           
   134437.5     4.28557648E-08|6.70000086    |93.2999991         3.51907392E-08|6.6773213     |93.3226787    |100           
   134550.0     4.20891279E-08|6.68407172    |93.3159282         3.45555215E-08|6.66142719    |93.3385728    |100           
   134662.5     4.13362051E-08|6.66818046    |93.3318195         3.39317699E-08|6.6455709     |93.3544291    |100           
   134775.0     4.05967513E-08|6.65232698    |93.347673          3.33192774E-08|6.62975236    |93.3702476    |100           
   134887.5     3.98705254E-08|6.63651119    |93.3634888         3.27178409E-08|6.61397148    |93.3860285    |100           
   135000.0     3.91572907E-08|6.620733      |93.379267          3.21272607E-08|6.59822816    |93.4017718    |100           
   135112.5     3.8456815E-08 |6.60499233    |93.3950076         3.15473409E-08|6.58252231    |93.4174777    |100           
   135225.0     3.77688699E-08|6.58928907    |93.4107109         3.0977889E-08 |6.56685384    |93.4331461    |100           
   135337.5     3.70932313E-08|6.57362316    |93.4263768         3.04187162E-08|6.55122268    |93.4487773    |100           
   135450.0     3.6429679E-08 |6.55799448    |93.4420055         2.98696369E-08|6.53562872    |93.4643713    |100           
   135562.5     3.57779968E-08|6.54240297    |93.457597          2.93304688E-08|6.52007187    |93.4799281    |100           
   135675.0     3.51379725E-08|6.52684852    |93.4731514         2.8801033E-08 |6.50455206    |93.4954479    |100           
   135787.5     3.45093974E-08|6.51133105    |93.4886689         2.8281154E-08 |6.48906919    |93.5109308    |100           
   135900.0     3.38920667E-08|6.49585048    |93.5041495         2.77706592E-08|6.47362317    |93.5263768    |100           
   136012.5     3.32857794E-08|6.48040671    |93.5195933         2.72693791E-08|6.45821393    |93.541786     |100           
   136125.0     3.26903377E-08|6.46499966    |93.5350003         2.67771475E-08|6.44284135    |93.5571586    |100           
   136237.5     3.21055478E-08|6.44962923    |93.5503707         2.6293801E-08 |6.42750537    |93.5724946    |100           
   136350.0     3.15312191E-08|6.43429535    |93.5657046         2.58191793E-08|6.4122059     |93.5877941    |100           
   136462.5     3.09671644E-08|6.41899793    |93.581002          2.53531249E-08|6.39694284    |93.6030571    |100           
   136575.0     3.04131999E-08|6.40373688    |93.5962631         2.4895483E-08 |6.38171612    |93.6182839    |100           
   136687.5     2.98691452E-08|6.3885121     |93.6114879         2.44461019E-08|6.36652563    |93.6334743    |100           
   136800.0     2.93348229E-08|6.37332353    |93.6266764         2.40048325E-08|6.35137131    |93.6486287    |100           
   136912.5     2.8810059E-08 |6.35817107    |93.6418289         2.35715283E-08|6.33625306    |93.6637469    |100           
   137025.0     2.82946825E-08|6.34305463    |93.6569453         2.31460455E-08|6.32117079    |93.6788292    |100           
   137137.5     2.77885254E-08|6.32797413    |93.6720258         2.2728243E-08 |6.30612443    |93.6938756    |100           
   137250.0     2.72914229E-08|6.31292948    |93.6870705         2.23179821E-08|6.29111388    |93.7088861    |100           
   137362.5     2.68032129E-08|6.2979206     |93.7020794         2.19151267E-08|6.27613906    |93.7238609    |100           
   137475.0     2.63237364E-08|6.28294741    |93.7170526         2.15195432E-08|6.26119988    |93.7388001    |100           
   137587.5     2.58528372E-08|6.26800981    |93.7319902         2.11311002E-08|6.24629626    |93.7537037    |100           
   137700.0     2.53903617E-08|6.25310773    |93.7468922         2.07496689E-08|6.23142812    |93.7685719    |100           
   137812.5     2.49361594E-08|6.23824107    |93.7617589         2.03751227E-08|6.21659537    |93.7834046    |100           
   137925.0     2.44900822E-08|6.22340977    |93.7765902         2.00073373E-08|6.20179793    |93.798202     |100           
   138037.5     2.40519847E-08|6.20861372    |93.7913863         1.96461907E-08|6.18703571    |93.8129643    |100           
   138150.0     2.36217243E-08|6.19385285    |93.8061471         1.9291563E-08 |6.17230863    |93.8276914    |100           
   138262.5     2.31991608E-08|6.17912707    |93.8208729         1.89433367E-08|6.1576166     |93.8423834    |100           
   138375.0     2.27841563E-08|6.16443631    |93.8355637         1.8601396E-08 |6.14295955    |93.8570404    |100           
   138487.5     2.23765758E-08|6.14978047    |93.8502195         1.82656277E-08|6.12833738    |93.8716626    |100           
   138600.0     2.19762864E-08|6.13515947    |93.8648405         1.79359202E-08|6.11375002    |93.88625      |100           
   138712.5     2.15831577E-08|6.12057324    |93.8794267         1.76121641E-08|6.09919738    |93.9008026    |100           
   138825.0     2.11970615E-08|6.10602169    |93.8939783         1.72942521E-08|6.08467938    |93.9153206    |100           
   138937.5     2.08178722E-08|6.09150473    |93.9084953         1.69820786E-08|6.07019594    |93.929804     |100           
   139050.0     2.0445466E-08 |6.07702228    |93.9229777         1.66755401E-08|6.05574697    |93.944253     |100           
   139162.5     2.00797218E-08|6.06257427    |93.9374257         1.63745348E-08|6.0413324     |93.9586676    |100           
   139275.0     1.97205203E-08|6.04816061    |93.9518394         1.60789628E-08|6.02695213    |93.9730478    |100           
   139387.5     1.93677445E-08|6.03378121    |93.9662188         1.57887262E-08|6.0126061     |93.9873939    |100           
   139500.0     1.90212793E-08|6.019436      |93.980564          1.55037285E-08|5.99829422    |94.0017058    |100           
   139612.5     1.8681012E-08 |6.0051249     |93.9948751         1.52238752E-08|5.9840164     |94.0159836    |100           
   139725.0     1.83468317E-08|5.99084782    |94.0091522         1.49490735E-08|5.96977257    |94.0302274    |100           
   139837.5     1.80186295E-08|5.97660469    |94.0233953         1.46792321E-08|5.95556264    |94.0444373    |100           
   139950.0     1.76962984E-08|5.96239541    |94.0376046         1.44142616E-08|5.94138653    |94.0586135    |100           
   140062.5     1.73797334E-08|5.94821992    |94.0517801         1.4154074E-08 |5.92724417    |94.0727558    |100           
   140175.0     1.70688313E-08|5.93407814    |94.0659218         1.38985829E-08|5.91313548    |94.0868645    |100           
   140287.5     1.67634909E-08|5.91996997    |94.08003           1.36477036E-08|5.89906036    |94.1009396    |100           
   140400.0     1.64636127E-08|5.90589534    |94.0941046         1.34013529E-08|5.88501875    |94.1149812    |100           
   140512.5     1.61690989E-08|5.89185418    |94.1081458         1.3159449E-08 |5.87101057    |94.1289894    |100           
   140625.0     1.58798536E-08|5.8778464     |94.1221536         1.29219117E-08|5.85703572    |94.1429643    |100           
   140737.5     1.55957826E-08|5.86387193    |94.1361281         1.2688662E-08 |5.84309414    |94.1569058    |100           
   140850.0     1.53167932E-08|5.84993067    |94.1500693         1.24596227E-08|5.82918575    |94.1708142    |100           
   140962.5     1.50427946E-08|5.83602257    |94.1639774         1.22347177E-08|5.81531046    |94.1846895    |100           
   141075.0     1.47736976E-08|5.82214753    |94.1778525         1.20138724E-08|5.8014682     |94.1985318    |100           
   141187.5     1.45094143E-08|5.80830547    |94.1916945         1.17970135E-08|5.78765889    |94.2123411    |100           
   141300.0     1.42498587E-08|5.79449633    |94.2055037         1.1584069E-08 |5.77388245    |94.2261175    |100           
   141412.5     1.39949463E-08|5.78072002    |94.21928           1.13749684E-08|5.76013881    |94.2398612    |100           
   141525.0     1.37445939E-08|5.76697646    |94.2330235         1.11696421E-08|5.74642787    |94.2535721    |100           
   141637.5     1.349872E-08  |5.75326557    |94.2467344         1.09680222E-08|5.73274957    |94.2672504    |100           
   141750.0     1.32572445E-08|5.73958728    |94.2604127         1.07700416E-08|5.71910384    |94.2808962    |100           
   141862.5     1.30200887E-08|5.72594152    |94.2740585         1.05756348E-08|5.70549058    |94.2945094    |100           
   141975.0     1.27871754E-08|5.71232819    |94.2876718         1.03847371E-08|5.69190972    |94.3080903    |100           
   142087.5     1.25584285E-08|5.69874723    |94.3012528         1.01972852E-08|5.6783612     |94.3216388    |100           
   142200.0     1.23337737E-08|5.68519856    |94.3148014         1.0013217E-08 |5.66484492    |94.3351551    |100           
   142312.5     1.21131377E-08|5.6716821     |94.3283179         9.83247133E-09|5.65136082    |94.3486392    |100           
   142425.0     1.18964485E-08|5.65819778    |94.3418022         9.65498827E-09|5.63790881    |94.3620912    |100           
   142537.5     1.16836357E-08|5.64474551    |94.3552545         9.48070889E-09|5.62448882    |94.3755112    |100           
   142650.0     1.14746298E-08|5.63132523    |94.3686748         9.30957539E-09|5.61110077    |94.3888992    |100           
   142762.5     1.12693628E-08|5.61793685    |94.3820631         9.14153096E-09|5.5977446     |94.4022554    |100           
   142875.0     1.10677678E-08|5.60458031    |94.3954197         8.97651986E-09|5.58442021    |94.4155798    |100           
   142987.5     1.08697791E-08|5.59125552    |94.4087445         8.81448732E-09|5.57112754    |94.4288724    |100           
   143100.0     1.06753321E-08|5.5779624     |94.4220376         8.65537959E-09|5.55786652    |94.4421335    |100           
   143212.5     1.04843635E-08|5.5647009     |94.4352991         8.49914386E-09|5.54463705    |94.4553629    |100           
   143325.0     1.02968112E-08|5.55147092    |94.4485291         8.34572829E-09|5.53143908    |94.4685609    |100           
   143437.5     1.01126139E-08|5.53827239    |94.4617276         8.19508199E-09|5.51827253    |94.4817275    |100           
   143550.0     9.93171166E-09|5.52510525    |94.4748947         8.04715496E-09|5.50513731    |94.4948627    |100           
   143662.5     9.75404556E-09|5.51196941    |94.4880306         7.90189812E-09|5.49203336    |94.5079666    |100           
   143775.0     9.57955768E-09|5.4988648     |94.5011352         7.75926326E-09|5.4789606     |94.5210394    |100           
   143887.5     9.40819118E-09|5.48579134    |94.5142086         7.61920307E-09|5.46591896    |94.534081     |100           
   144000.0     9.23989022E-09|5.47274897    |94.527251          7.48167106E-09|5.45290836    |94.5470916    |100           
   144112.5     9.07459995E-09|5.45973761    |94.5402624         7.3466216E-09 |5.43992873    |94.5600713    |100           
   144225.0     8.91226652E-09|5.44675718    |94.5532428         7.21400988E-09|5.42698       |94.57302      |100           
   144337.5     8.75283704E-09|5.43380761    |94.5661924         7.0837919E-09 |5.41406209    |94.5859379    |100           
   144450.0     8.59625955E-09|5.42088883    |94.5791112         6.95592444E-09|5.40117492    |94.5988251    |100           
   144562.5     8.44248305E-09|5.40800076    |94.5919992         6.83036508E-09|5.38831843    |94.6116816    |100           
   144675.0     8.29145741E-09|5.39514333    |94.6048567         6.70707216E-09|5.37549255    |94.6245074    |100           
   144787.5     8.14313344E-09|5.38231647    |94.6176835         6.58600476E-09|5.36269719    |94.6373028    |100           
   144900.0     7.9974628E-09 |5.36952011    |94.6304799         6.46712271E-09|5.3499323     |94.6500677    |100           
   145012.5     7.85439803E-09|5.35675417    |94.6432458         6.35038657E-09|5.33719778    |94.6628022    |100           
   145125.0     7.71389252E-09|5.34401858    |94.6559814         6.23575759E-09|5.32449358    |94.6755064    |100           
   145237.5     7.57590047E-09|5.33131327    |94.6686867         6.12319776E-09|5.31181962    |94.6881804    |100           
   145350.0     7.44037693E-09|5.31863817    |94.6813618         6.0126697E-09 |5.29917582    |94.7008242    |100           
   145462.5     7.30727774E-09|5.3059932     |94.6940068         5.90413676E-09|5.28656213    |94.7134379    |100           
   145575.0     7.17655953E-09|5.29337829    |94.7066217         5.79756291E-09|5.27397845    |94.7260215    |100           
   145687.5     7.04817971E-09|5.28079338    |94.7192066         5.6929128E-09 |5.26142473    |94.7385753    |100           
   145800.0     6.92209645E-09|5.26823839    |94.7317616         5.59015169E-09|5.2489009     |94.7510991    |100           
   145912.5     6.79826866E-09|5.25571324    |94.7442867         5.4892455E-09 |5.23640687    |94.7635931    |100           
   146025.0     6.676656E-09  |5.24321788    |94.7567821         5.39016073E-09|5.22394258    |94.7760574    |100           
   146137.5     6.55721884E-09|5.23075222    |94.7692478         5.29286451E-09|5.21150796    |94.788492     |100           
   146250.0     6.43991826E-09|5.2183162     |94.7816838         5.19732456E-09|5.19910294    |94.8008971    |100           
   146362.5     6.32471605E-09|5.20590974    |94.7940902         5.10350917E-09|5.18672745    |94.8132725    |100           
   146475.0     6.21157466E-09|5.19353278    |94.8064672         5.01138722E-09|5.17438141    |94.8256186    |100           
   146587.5     6.10045723E-09|5.18118525    |94.8188147         4.92092813E-09|5.16206476    |94.8379352    |100           
   146700.0     5.99132756E-09|5.16886708    |94.8311329         4.8321019E-09 |5.14977743    |94.8502226    |100           
   146812.5     5.88415008E-09|5.15657818    |94.8434218         4.74487904E-09|5.13751935    |94.8624806    |100           
   146925.0     5.77888987E-09|5.14431851    |94.8556815         4.65923061E-09|5.12529045    |94.8747095    |100           
   147037.5     5.67551264E-09|5.13208798    |94.867912          4.5751282E-09 |5.11309065    |94.8869093    |100           
   147150.0     5.57398471E-09|5.11988654    |94.8801135         4.4925439E-09 |5.10091989    |94.8990801    |100           
   147262.5     5.47427298E-09|5.1077141     |94.8922859         4.4114503E-09 |5.08877811    |94.9112219    |100           
   147375.0     5.37634497E-09|5.09557059    |94.9044294         4.3318205E-09 |5.07666522    |94.9233348    |100           
   147487.5     5.28016877E-09|5.08345597    |94.916544          4.25362808E-09|5.06458117    |94.9354188    |100           
   147600.0     5.18571305E-09|5.07137014    |94.9286299         4.17684708E-09|5.05252588    |94.9474741    |100           
   147712.5     5.09294702E-09|5.05931305    |94.9406869         4.10145203E-09|5.04049929    |94.9595007    |100           
   147825.0     5.00184047E-09|5.04728462    |94.9527154         4.02741792E-09|5.02850132    |94.9714987    |100           
   147937.5     4.9123637E-09 |5.03528479    |94.9647152         3.95472018E-09|5.01653191    |94.9834681    |100           
   148050.0     4.82448755E-09|5.02331349    |94.9766865         3.88333468E-09|5.004591      |94.995409     |100           
   148162.5     4.73818341E-09|5.01137065    |94.9886293         3.81323774E-09|4.9926785     |95.0073215    |100           
   148275.0     4.65342314E-09|4.9994562     |95.0005438         3.7444061E-09 |4.98079436    |95.0192056    |100           
   148387.5     4.57017912E-09|4.98757008    |95.0124299         3.67681692E-09|4.96893851    |95.0310615    |100           
   148500.0     4.48842424E-09|4.97571222    |95.0242878         3.61044777E-09|4.95711089    |95.0428891    |100           
   148612.5     4.40813185E-09|4.96388255    |95.0361174         3.54527663E-09|4.94531141    |95.0546886    |100           
   148725.0     4.3292758E-09 |4.95208101    |95.047919          3.48128188E-09|4.93354002    |95.06646      |100           
   148837.5     4.25183038E-09|4.94030752    |95.0596925         3.41844228E-09|4.92179665    |95.0782033    |100           
   148950.0     4.17577037E-09|4.92856203    |95.071438          3.35673697E-09|4.91008123    |95.0899188    |100           
   149062.5     4.10107097E-09|4.91684446    |95.0831555         3.2961455E-09 |4.8983937     |95.1016063    |100           
   149175.0     4.02770786E-09|4.90515475    |95.0948452         3.23664774E-09|4.88673399    |95.113266     |100           
   149287.5     3.95565712E-09|4.89349283    |95.1065072         3.17822395E-09|4.87510203    |95.124898     |100           
   149400.0     3.88489528E-09|4.88185864    |95.1181414         3.12085476E-09|4.86349777    |95.1365022    |100           
   149512.5     3.81539928E-09|4.8702521     |95.1297479         3.06452112E-09|4.85192112    |95.1480789    |100           
   149625.0     3.74714648E-09|4.85867317    |95.1413268         3.00920435E-09|4.84037203    |95.159628     |100           
   149737.5     3.68011464E-09|4.84712176    |95.1528782         2.95488608E-09|4.82885043    |95.1711496    |100           
   149850.0     3.61428192E-09|4.83559781    |95.1644022         2.9015483E-09 |4.81735625    |95.1826437    |100           
   149962.5     3.54962686E-09|4.82410126    |95.1758987         2.84917329E-09|4.80588943    |95.1941106    |100           
   150075.0     3.48612841E-09|4.81263204    |95.187368          2.7977437E-09 |4.79444991    |95.2055501    |100           
   150187.5     3.42376586E-09|4.8011901     |95.1988099         2.74724245E-09|4.78303762    |95.2169624    |100           
   150300.0     3.3625189E-09 |4.78977535    |95.2102246         2.69765278E-09|4.77165249    |95.2283475    |100           
   150412.5     3.30236757E-09|4.77838774    |95.2216123         2.64895823E-09|4.76029447    |95.2397055    |100           
   150525.0     3.24329228E-09|4.76702721    |95.2329728         2.60114266E-09|4.74896347    |95.2510365    |100           
   150637.5     3.18527377E-09|4.75569369    |95.2443063         2.5541902E-09 |4.73765945    |95.2623405    |100           
   150750.0     3.12829314E-09|4.74438711    |95.2556129         2.50808525E-09|4.72638234    |95.2736177    |100           
   150862.5     3.07233183E-09|4.73310741    |95.2668926         2.46281254E-09|4.71513207    |95.2848679    |100           
   150975.0     3.01737159E-09|4.72185453    |95.2781455         2.41835703E-09|4.70390858    |95.2960914    |100           
   151087.5     2.96339453E-09|4.71062841    |95.2893716         2.37470397E-09|4.69271181    |95.3072882    |100           
   151200.0     2.91038305E-09|4.69942897    |95.300571          2.33183889E-09|4.68154168    |95.3184583    |100           
   151312.5     2.85831987E-09|4.68825616    |95.3117438         2.28974754E-09|4.67039815    |95.3296019    |100           
   151425.0     2.80718805E-09|4.67710992    |95.3228901         2.24841598E-09|4.65928114    |95.3407189    |100           
   151537.5     2.75697091E-09|4.66599017    |95.3340098         2.20783048E-09|4.64819059    |95.3518094    |100           
   151650.0     2.70765209E-09|4.65489686    |95.3451031         2.16797758E-09|4.63712644    |95.3628736    |100           
   151762.5     2.65921553E-09|4.64382992    |95.3561701         2.12884405E-09|4.62608863    |95.3739114    |100           
   151875.0     2.61164543E-09|4.6327893     |95.3672107         2.09041691E-09|4.61507709    |95.3849229    |100           
   151987.5     2.56492631E-09|4.62177492    |95.3782251         2.0526834E-09 |4.60409176    |95.3959082    |100           
   152100.0     2.51904293E-09|4.61078674    |95.3892133         2.01563101E-09|4.59313258    |95.4068674    |100           
   152212.5     2.47398035E-09|4.59982467    |95.4001753         1.97924745E-09|4.58219949    |95.4178005    |100           
   152325.0     2.42972389E-09|4.58888867    |95.4111113         1.94352063E-09|4.57129242    |95.4287076    |100           
   152437.5     2.38625912E-09|4.57797867    |95.4220213         1.90843871E-09|4.56041131    |95.4395887    |100           
   152550.0     2.34357188E-09|4.5670946     |95.4329054         1.87399004E-09|4.5495561     |95.4504439    |100           
   152662.5     2.30164826E-09|4.55623642    |95.4437636         1.84016319E-09|4.53872673    |95.4612733    |100           
   152775.0     2.26047461E-09|4.54540404    |95.454596          1.80694694E-09|4.52792314    |95.4720769    |100           
   152887.5     2.2200375E-09 |4.53459743    |95.4654026         1.77433027E-09|4.51714527    |95.4828547    |100           
   153000.0     2.18032376E-09|4.5238165     |95.4761835         1.74230235E-09|4.50639305    |95.493607     |100           
   153112.5     2.14132045E-09|4.51306121    |95.4869388         1.71085256E-09|4.49566642    |95.5043336    |100           
   153225.0     2.10301486E-09|4.50233148    |95.4976685         1.67997046E-09|4.48496533    |95.5150347    |100           
   153337.5     2.06539451E-09|4.49162727    |95.5083727         1.64964581E-09|4.47428971    |95.5257103    |100           
   153450.0     2.02844714E-09|4.4809485     |95.5190515         1.61986853E-09|4.4636395     |95.5363605    |100           
   153562.5     1.99216072E-09|4.47029513    |95.5297049         1.59062876E-09|4.45301464    |95.5469854    |100           
   153675.0     1.95652342E-09|4.45966708    |95.5403329         1.56191678E-09|4.44241507    |95.5575849    |100           
   153787.5     1.92152362E-09|4.4490643     |95.5509357         1.53372308E-09|4.43184073    |95.5681593    |100           
   153900.0     1.88714993E-09|4.43848673    |95.5615133         1.50603829E-09|4.42129156    |95.5787084    |100           
   154012.5     1.85339114E-09|4.4279343     |95.5720657         1.47885324E-09|4.4107675     |95.5892325    |100           
   154125.0     1.82023625E-09|4.41740697    |95.582593          1.45215889E-09|4.40026849    |95.5997315    |100           
   154237.5     1.78767446E-09|4.40690466    |95.5930953         1.42594639E-09|4.38979448    |95.6102055    |100           
   154350.0     1.75569517E-09|4.39642732    |95.6035727         1.40020705E-09|4.37934539    |95.6206546    |100           
   154462.5     1.72428794E-09|4.38597489    |95.6140251         1.37493232E-09|4.36892118    |95.6310788    |100           
   154575.0     1.69344255E-09|4.37554732    |95.6244527         1.35011382E-09|4.35852178    |95.6414782    |100           
   154687.5     1.66314895E-09|4.36514453    |95.6348555         1.32574331E-09|4.34814713    |95.6518529    |100           
   154800.0     1.63339726E-09|4.35476647    |95.6452335         1.30181271E-09|4.33779718    |95.6622028    |100           
   154912.5     1.60417779E-09|4.34441309    |95.6555869         1.27831406E-09|4.32747186    |95.6725281    |100           
   155025.0     1.57548102E-09|4.33408433    |95.6659157         1.25523959E-09|4.31717113    |95.6828289    |100           
   155137.5     1.54729761E-09|4.32378012    |95.6762199         1.23258163E-09|4.30689491    |95.6931051    |100           
   155250.0     1.51961836E-09|4.31350041    |95.6864996         1.21033266E-09|4.29664315    |95.7033569    |100           
   155362.5     1.49243425E-09|4.30324514    |95.6967549         1.1884853E-09 |4.28641579    |95.7135842    |100           
   155475.0     1.46573644E-09|4.29301425    |95.7069858         1.1670323E-09 |4.27621278    |95.7237872    |100           
   155587.5     1.43951622E-09|4.28280768    |95.7171923         1.14596654E-09|4.26603406    |95.7339659    |100           
   155700.0     1.41376504E-09|4.27262538    |95.7273746         1.12528103E-09|4.25587956    |95.7441204    |100           
   155812.5     1.38847453E-09|4.26246729    |95.7375327         1.10496891E-09|4.24574923    |95.7542508    |100           
   155925.0     1.36363643E-09|4.25233335    |95.7476667         1.08502344E-09|4.23564302    |95.764357     |100           
   156037.5     1.33924265E-09|4.2422235     |95.7577765         1.065438E-09  |4.22556086    |95.7744391    |100           
   156150.0     1.31528525E-09|4.23213769    |95.7678623         1.04620609E-09|4.21550271    |95.7844973    |100           
   156262.5     1.29175641E-09|4.22207586    |95.7779241         1.02732133E-09|4.20546849    |95.7945315    |100           
   156375.0     1.26864848E-09|4.21203794    |95.7879621         1.00877745E-09|4.19545816    |95.8045418    |100           
   156487.5     1.24595392E-09|4.2020239     |95.7979761         9.90568303E-10|4.18547165    |95.8145283    |100           
   156600.0     1.22366534E-09|4.19203366    |95.8079663         9.72687844E-10|4.17550892    |95.8244911    |100           
   156712.5     1.20177547E-09|4.18206717    |95.8179328         9.5513014E-10 |4.1655699     |95.8344301    |100           
   156825.0     1.18027718E-09|4.17212438    |95.8278756         9.37889365E-10|4.15565454    |95.8443455    |100           
   156937.5     1.15916348E-09|4.16220523    |95.8377948         9.20959798E-10|4.14576278    |95.8542372    |100           
   157050.0     1.13842747E-09|4.15230966    |95.8476903         9.04335822E-10|4.13589457    |95.8641054    |100           
   157162.5     1.1180624E-09 |4.14243762    |95.8575624         8.8801192E-10 |4.12604984    |95.8739502    |100           
   157275.0     1.09806164E-09|4.13258904    |95.867411          8.71982676E-10|4.11622855    |95.8837714    |100           
   157387.5     1.07841867E-09|4.12276389    |95.8772361         8.56242772E-10|4.10643064    |95.8935694    |100           
   157500.0     1.05912709E-09|4.11296209    |95.8870379         8.40786984E-10|4.09665605    |95.9033439    |100           
   157612.5     1.04018061E-09|4.10318359    |95.8968164         8.25610184E-10|4.08690473    |95.9130953    |100           
   157725.0     1.02157305E-09|4.09342835    |95.9065717         8.10707335E-10|4.07717661    |95.9228234    |100           
   157837.5     1.00329837E-09|4.08369629    |95.9163037         7.96073494E-10|4.06747166    |95.9325283    |100           
   157950.0     9.85350596E-10|4.07398738    |95.9260126         7.81703804E-10|4.0577898     |95.9422102    |100           
   158062.5     9.67723886E-10|4.06430154    |95.9356985         7.67593497E-10|4.04813099    |95.951869     |100           
   158175.0     9.50412496E-10|4.05463874    |95.9453613         7.53737891E-10|4.03849517    |95.9615048    |100           
   158287.5     9.33410786E-10|4.04499891    |95.9550011         7.40132389E-10|4.02888229    |95.9711177    |100           
   158400.0     9.16713216E-10|4.03538199    |95.964618          7.26772475E-10|4.01929229    |95.9807077    |100           
   158512.5     9.00314344E-10|4.02578794    |95.9742121         7.13653718E-10|4.00972511    |95.9902749    |100           
   158625.0     8.84208828E-10|4.0162167     |95.9837833         7.00771763E-10|4.00018071    |95.9998193    |100           
   158737.5     8.6839142E-10 |4.00666822    |95.9933318         6.88122337E-10|3.99065903    |96.009341     |100           
   158850.0     8.52856966E-10|3.99714243    |96.0028576         6.75701241E-10|3.98116001    |96.01884      |100           
   158962.5     8.37600404E-10|3.9876393     |96.0123607         6.63504356E-10|3.9716836     |96.0283164    |100           
   159075.0     8.22616764E-10|3.97815876    |96.0218412         6.51527632E-10|3.96222975    |96.0377702    |100           
   159187.5     8.07901162E-10|3.96870075    |96.0312992         6.39767097E-10|3.9527984     |96.0472016    |100           
   159300.0     7.93448804E-10|3.95926524    |96.0407348         6.28218849E-10|3.94338951    |96.0566105    |100           
   159412.5     7.79254981E-10|3.94985215    |96.0501478         6.16879054E-10|3.934003      |96.065997     |100           
   159525.0     7.65315068E-10|3.94046145    |96.0595385         6.0574395E-10 |3.92463885    |96.0753612    |100           
   159637.5     7.51624523E-10|3.93109307    |96.0689069         5.94809843E-10|3.91529698    |96.084703     |100           
   159750.0     7.38178885E-10|3.92174697    |96.078253          5.84073104E-10|3.90597734    |96.0940227    |100           
   159862.5     7.24973773E-10|3.91242308    |96.0875769         5.73530171E-10|3.89667989    |96.1033201    |100           
   159975.0     7.12004885E-10|3.90312137    |96.0968786         5.63177546E-10|3.88740458    |96.1125954    |100           
   160087.5     6.99267993E-10|3.89384176    |96.1061582         5.53011792E-10|3.87815134    |96.1218487    |100           
   160200.0     6.86758949E-10|3.88458422    |96.1154158         5.43029538E-10|3.86892012    |96.1310799    |100           
   160312.5     6.74473677E-10|3.87534869    |96.1246513         5.33227471E-10|3.85971088    |96.1402891    |100           
   160425.0     6.62408172E-10|3.86613512    |96.1338649         5.23602337E-10|3.85052356    |96.1494764    |100           
   160537.5     6.50558505E-10|3.85694345    |96.1430565         5.14150945E-10|3.84135811    |96.1586419    |100           
   160650.0     6.38920814E-10|3.84777363    |96.1522264         5.04870156E-10|3.83221447    |96.1677855    |100           
   160762.5     6.27491307E-10|3.83862562    |96.1613744         4.95756892E-10|3.8230926     |96.1769074    |100           
   160875.0     6.16266259E-10|3.82949936    |96.1705006         4.8680813E-10 |3.81399245    |96.1860076    |100           
   160987.5     6.05242014E-10|3.82039479    |96.1796052         4.78020898E-10|3.80491395    |96.1950861    |100           
   161100.0     5.94414979E-10|3.81131187    |96.1886881         4.69392283E-10|3.79585706    |96.2041429    |100           
   161212.5     5.83781627E-10|3.80225054    |96.1977495         4.6091942E-10 |3.78682173    |96.2131783    |100           
   161325.0     5.73338491E-10|3.79321076    |96.2067892         4.52599498E-10|3.77780791    |96.2221921    |100           
   161437.5     5.63082171E-10|3.78419246    |96.2158075         4.44429757E-10|3.76881555    |96.2311845    |100           
   161550.0     5.53009324E-10|3.77519561    |96.2248044         4.36407485E-10|3.75984459    |96.2401554    |100           
   161662.5     5.43116668E-10|3.76622015    |96.2337798         4.28530021E-10|3.75089498    |96.249105     |100           
   161775.0     5.33400979E-10|3.75726603    |96.242734          4.20794751E-10|3.74196667    |96.2580333    |100           
   161887.5     5.23859091E-10|3.7483332     |96.2516668         4.13199108E-10|3.73305962    |96.2669404    |100           
   162000.0     5.14487897E-10|3.7394216     |96.2605784         4.05740571E-10|3.72417377    |96.2758262    |100           
   162112.5     5.05284341E-10|3.73053119    |96.2694688         3.98416667E-10|3.71530907    |96.2846909    |100           
   162225.0     4.96245426E-10|3.72166192    |96.2783381         3.91224964E-10|3.70646547    |96.2935345    |100           
