Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 14.0625 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.5362038412914 at t = 14526.5625 s

    Time                           Analytical                                             Numerical                         
     (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  153970.3125     1.86597933E-09|4.43188852    |95.5681115         1.81461441E-09|4.42974068    |95.5702593    |100           
   153984.375     1.86177379E-09|4.43057006    |95.5694299         1.81052003E-09|4.42842266    |95.5715773    |100           
  153998.4375     1.85757774E-09|4.42925198    |95.570748          1.80643488E-09|4.42710503    |95.572895     |100           
     154012.5     1.85339114E-09|4.4279343     |95.5720657         1.80235896E-09|4.42578779    |95.5742122    |100           
  154026.5625     1.84921397E-09|4.42661702    |95.573383          1.79829222E-09|4.42447094    |95.5755291    |100           
   154040.625     1.84504622E-09|4.42530012    |95.5746999         1.79423467E-09|4.42315449    |95.5768455    |100           
  154054.6875     1.84088787E-09|4.42398362    |95.5760164         1.79018627E-09|4.42183843    |95.5781616    |100           
    154068.75     1.83673888E-09|4.4226675     |95.5773325         1.786147E-09  |4.42052276    |95.5794772    |100           
  154082.8125     1.83259925E-09|4.42135178    |95.5786482         1.78211685E-09|4.41920748    |95.5807925    |100           
   154096.875     1.82846895E-09|4.42003645    |95.5799635         1.77809579E-09|4.41789259    |95.5821074    |100           
  154110.9375     1.82434796E-09|4.41872151    |95.5812785         1.7740838E-09 |4.4165781     |95.5834219    |100           
     154125.0     1.82023625E-09|4.41740697    |95.582593          1.77008087E-09|4.41526399    |95.584736     |100           
  154139.0625     1.81613381E-09|4.41609281    |95.5839072         1.76608697E-09|4.41395028    |95.5860497    |100           
   154153.125     1.81204062E-09|4.41477905    |95.585221          1.76210208E-09|4.41263696    |95.587363     |100           
  154167.1875     1.80795665E-09|4.41346567    |95.5865343         1.75812618E-09|4.41132402    |95.588676     |100           
    154181.25     1.80388189E-09|4.41215269    |95.5878473         1.75415925E-09|4.41001148    |95.5899885    |100           
  154195.3125     1.79981631E-09|4.4108401     |95.5891599         1.75020128E-09|4.40869933    |95.5913007    |100           
   154209.375     1.79575989E-09|4.40952789    |95.5904721         1.74625223E-09|4.40738757    |95.5926124    |100           
  154223.4375     1.79171261E-09|4.40821608    |95.5917839         1.74231209E-09|4.4060762     |95.5939238    |100           
     154237.5     1.78767446E-09|4.40690466    |95.5930953         1.73838085E-09|4.40476522    |95.5952348    |100           
  154251.5625     1.78364541E-09|4.40559363    |95.5944064         1.73445847E-09|4.40345463    |95.5965454    |100           
   154265.625     1.77962544E-09|4.40428299    |95.595717          1.73054495E-09|4.40214443    |95.5978556    |100           
  154279.6875     1.77561453E-09|4.40297274    |95.5970273         1.72664025E-09|4.40083462    |95.5991654    |100           
    154293.75     1.77161266E-09|4.40166287    |95.5983371         1.72274437E-09|4.3995252     |95.6004748    |100           
  154307.8125     1.76761981E-09|4.4003534     |95.5996466         1.71885727E-09|4.39821617    |95.6017838    |100           
   154321.875     1.76363595E-09|4.39904432    |95.6009557         1.71497895E-09|4.39690753    |95.6030925    |100           
  154335.9375     1.75966108E-09|4.39773563    |95.6022644         1.71110938E-09|4.39559928    |95.6044007    |100           
     154350.0     1.75569517E-09|4.39642732    |95.6035727         1.70724853E-09|4.39429141    |95.6057086    |100           
  154364.0625     1.75173819E-09|4.39511941    |95.6048806         1.7033964E-09 |4.39298394    |95.6070161    |100           
   154378.125     1.74779013E-09|4.39381188    |95.6061881         1.69955296E-09|4.39167685    |95.6083231    |100           
  154392.1875     1.74385097E-09|4.39250475    |95.6074953         1.6957182E-09 |4.39037016    |95.6096298    |100           
    154406.25     1.73992069E-09|4.391198      |95.608802          1.69189208E-09|4.38906385    |95.6109361    |100           
  154420.3125     1.73599926E-09|4.38989164    |95.6101084         1.6880746E-09 |4.38775793    |95.6122421    |100           
   154434.375     1.73208668E-09|4.38858567    |95.6114143         1.68426573E-09|4.3864524     |95.6135476    |100           
  154448.4375     1.72818291E-09|4.38728009    |95.6127199         1.68046546E-09|4.38514726    |95.6148527    |100           
     154462.5     1.72428794E-09|4.38597489    |95.6140251         1.67667376E-09|4.38384251    |95.6161575    |100           
  154476.5625     1.72040175E-09|4.38467009    |95.6153299         1.67289062E-09|4.38253814    |95.6174619    |100           
   154490.625     1.71652432E-09|4.38336567    |95.6166343         1.66911601E-09|4.38123417    |95.6187658    |100           
  154504.6875     1.71265562E-09|4.38206164    |95.6179384         1.66534992E-09|4.37993058    |95.6200694    |100           
    154518.75     1.70879565E-09|4.380758      |95.619242          1.66159233E-09|4.37862738    |95.6213726    |100           
  154532.8125     1.70494437E-09|4.37945475    |95.6205452         1.65784321E-09|4.37732457    |95.6226754    |100           
   154546.875     1.70110178E-09|4.37815188    |95.6218481         1.65410256E-09|4.37602214    |95.6239779    |100           
  154560.9375     1.69726784E-09|4.37684941    |95.6231506         1.65037034E-09|4.3747201     |95.6252799    |100           
     154575.0     1.69344255E-09|4.37554732    |95.6244527         1.64664655E-09|4.37341845    |95.6265815    |100           
  154589.0625     1.68962588E-09|4.37424561    |95.6257544         1.64293116E-09|4.37211719    |95.6278828    |100           
   154603.125     1.68581781E-09|4.3729443     |95.6270557         1.63922415E-09|4.37081631    |95.6291837    |100           
  154617.1875     1.68201832E-09|4.37164337    |95.6283566         1.6355255E-09 |4.36951582    |95.6304842    |100           
    154631.25     1.6782274E-09 |4.37034283    |95.6296572         1.6318352E-09 |4.36821572    |95.6317843    |100           
  154645.3125     1.67444502E-09|4.36904267    |95.6309573         1.62815323E-09|4.36691601    |95.633084     |100           
   154659.375     1.67067116E-09|4.3677429     |95.6322571         1.62447957E-09|4.36561668    |95.6343833    |100           
  154673.4375     1.66690581E-09|4.36644352    |95.6335565         1.62081419E-09|4.36431774    |95.6356823    |100           
     154687.5     1.66314895E-09|4.36514453    |95.6348555         1.61715708E-09|4.36301918    |95.6369808    |100           
  154701.5625     1.65940055E-09|4.36384592    |95.6361541         1.61350823E-09|4.36172101    |95.638279     |100           
   154715.625     1.6556606E-09 |4.3625477     |95.6374523         1.60986761E-09|4.36042323    |95.6395768    |100           
  154729.6875     1.65192908E-09|4.36124986    |95.6387501         1.6062352E-09 |4.35912583    |95.6408742    |100           
    154743.75     1.64820597E-09|4.35995241    |95.6400476         1.60261099E-09|4.35782882    |95.6421712    |100           
  154757.8125     1.64449125E-09|4.35865535    |95.6413446         1.59899496E-09|4.3565322     |95.6434678    |100           
   154771.875     1.64078491E-09|4.35735867    |95.6426413         1.59538709E-09|4.35523596    |95.644764     |100           
  154785.9375     1.63708692E-09|4.35606238    |95.6439376         1.59178735E-09|4.35394011    |95.6460599    |100           
     154800.0     1.63339726E-09|4.35476647    |95.6452335         1.58819574E-09|4.35264464    |95.6473554    |100           
  154814.0625     1.62971592E-09|4.35347095    |95.646529          1.58461224E-09|4.35134956    |95.6486504    |100           
   154828.125     1.62604287E-09|4.35217582    |95.6478242         1.58103681E-09|4.35005486    |95.6499451    |100           
  154842.1875     1.6223781E-09 |4.35088107    |95.6491189         1.57746946E-09|4.34876055    |95.6512395    |100           
    154856.25     1.6187216E-09 |4.3495867     |95.6504133         1.57391015E-09|4.34746662    |95.6525334    |100           
  154870.3125     1.61507333E-09|4.34829272    |95.6517073         1.57035888E-09|4.34617308    |95.6538269    |100           
   154884.375     1.61143328E-09|4.34699913    |95.6530009         1.56681562E-09|4.34487992    |95.6551201    |100           
  154898.4375     1.60780144E-09|4.34570592    |95.6542941         1.56328035E-09|4.34358715    |95.6564128    |100           
     154912.5     1.60417779E-09|4.34441309    |95.6555869         1.55975306E-09|4.34229476    |95.6577052    |100           
  154926.5625     1.6005623E-09 |4.34312065    |95.6568793         1.55623373E-09|4.34100276    |95.6589972    |100           
   154940.625     1.59695496E-09|4.3418286     |95.6581714         1.55272234E-09|4.33971114    |95.6602889    |100           
  154954.6875     1.59335575E-09|4.34053692    |95.6594631         1.54921888E-09|4.33841991    |95.6615801    |100           
    154968.75     1.58976466E-09|4.33924564    |95.6607544         1.54572331E-09|4.33712906    |95.6628709    |100           
  154982.8125     1.58618165E-09|4.33795473    |95.6620453         1.54223564E-09|4.33583859    |95.6641614    |100           
   154996.875     1.58260673E-09|4.33666421    |95.6633358         1.53875583E-09|4.33454851    |95.6654515    |100           
  155010.9375     1.57903986E-09|4.33537408    |95.6646259         1.53528388E-09|4.33325881    |95.6667412    |100           
     155025.0     1.57548102E-09|4.33408433    |95.6659157         1.53181976E-09|4.3319695     |95.6680305    |100           
  155039.0625     1.57193021E-09|4.33279496    |95.667205          1.52836345E-09|4.33068057    |95.6693194    |100           
   155053.125     1.5683874E-09 |4.33150598    |95.668494          1.52491495E-09|4.32939202    |95.670608     |100           
  155067.1875     1.56485258E-09|4.33021737    |95.6697826         1.52147422E-09|4.32810386    |95.6718961    |100           
    155081.25     1.56132572E-09|4.32892916    |95.6710708         1.51804126E-09|4.32681608    |95.6731839    |100           
  155095.3125     1.55780682E-09|4.32764132    |95.6723587         1.51461605E-09|4.32552868    |95.6744713    |100           
   155109.375     1.55429584E-09|4.32635387    |95.6736461         1.51119856E-09|4.32424167    |95.6757583    |100           
  155123.4375     1.55079277E-09|4.3250668     |95.6749332         1.50778879E-09|4.32295504    |95.677045     |100           
     155137.5     1.54729761E-09|4.32378012    |95.6762199         1.50438671E-09|4.32166879    |95.6783312    |100           
  155151.5625     1.54381031E-09|4.32249382    |95.6775062         1.5009923E-09 |4.32038292    |95.6796171    |100           
   155165.625     1.54033088E-09|4.3212079     |95.6787921         1.49760555E-09|4.31909744    |95.6809026    |100           
  155179.6875     1.53685929E-09|4.31992236    |95.6800776         1.49422645E-09|4.31781234    |95.6821877    |100           
    155193.75     1.53339553E-09|4.3186372     |95.6813628         1.49085497E-09|4.31652762    |95.6834724    |100           
  155207.8125     1.52993957E-09|4.31735243    |95.6826476         1.48749109E-09|4.31524329    |95.6847567    |100           
   155221.875     1.5264914E-09 |4.31606804    |95.683932          1.48413481E-09|4.31395933    |95.6860407    |100           
  155235.9375     1.523051E-09  |4.31478403    |95.685216          1.4807861E-09 |4.31267576    |95.6873242    |100           
     155250.0     1.51961836E-09|4.31350041    |95.6864996         1.47744495E-09|4.31139257    |95.6886074    |100           
  155264.0625     1.51619345E-09|4.31221716    |95.6877828         1.47411133E-09|4.31010976    |95.6898902    |100           
   155278.125     1.51277626E-09|4.3109343     |95.6890657         1.47078524E-09|4.30882734    |95.6911727    |100           
  155292.1875     1.50936677E-09|4.30965182    |95.6903482         1.46746665E-09|4.30754529    |95.6924547    |100           
    155306.25     1.50596497E-09|4.30836972    |95.6916303         1.46415554E-09|4.30626363    |95.6937364    |100           
  155320.3125     1.50257083E-09|4.307088      |95.692912          1.46085191E-09|4.30498235    |95.6950177    |100           
   155334.375     1.49918435E-09|4.30580667    |95.6941933         1.45755574E-09|4.30370144    |95.6962986    |100           
  155348.4375     1.49580549E-09|4.30452571    |95.6954743         1.454267E-09  |4.30242092    |95.6975791    |100           
     155362.5     1.49243425E-09|4.30324514    |95.6967549         1.45098568E-09|4.30114079    |95.6988592    |100           
  155376.5625     1.48907061E-09|4.30196494    |95.6980351         1.44771177E-09|4.29986103    |95.700139     |100           
   155390.625     1.48571455E-09|4.30068513    |95.6993149         1.44444524E-09|4.29858165    |95.7014183    |100           
  155404.6875     1.48236606E-09|4.2994057     |95.7005943         1.44118608E-09|4.29730266    |95.7026973    |100           
