Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 56.25 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.61307233309724 at t = 14512.5 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   13781.25     10.9567804    |73.4344886    |15.6087311         10.8473363    |73.5456143    |15.6070494    |100           
    13837.5     10.8583365    |73.4455273    |15.6961363         10.7494352    |73.5559846    |15.6945802    |100           
   13893.75     10.7607771    |73.4556689    |15.7835541         10.6524178    |73.5654589    |15.7821233    |100           
    13950.0     10.6640942    |73.4649224    |15.8709834         10.5562759    |73.5740463    |15.8696777    |100           
   14006.25     10.56828      |73.4732968    |15.9584232         10.4610018    |73.5817558    |15.9572424    |100           
    14062.5     10.4733267    |73.4808008    |16.0458725         10.3665875    |73.5885963    |16.0448162    |100           
   14118.75     10.3792265    |73.4874433    |16.1333302         10.2730254    |73.5945764    |16.1323981    |100           
    14175.0     10.2859717    |73.493233     |16.2207953         10.1803077    |73.5997051    |16.2199872    |100           
   14231.25     10.1935549    |73.4981783    |16.3082668         10.0884269    |73.6039908    |16.3075824    |100           
    14287.5     10.1019684    |73.502288     |16.3957436         9.99737523    |73.6074421    |16.3951826    |100           
   14343.75     10.0112047    |73.5055704    |16.4832249         9.90714538    |73.6100676    |16.482787     |100           
    14400.0     9.92125657    |73.5080338    |16.5707096         9.81772989    |73.6118756    |16.5703945    |100           
   14456.25     9.83211659    |73.5096867    |16.6581967         9.7291214     |73.6128744    |16.6580042    |100           
    14512.5     9.7437775     |73.5105372    |16.7456853         9.64131264    |73.6130723    |16.745615     |100           
   14568.75     9.65623212    |73.5105934    |16.8331745         9.55429638    |73.6124775    |16.8332261    |100           
    14625.0     9.56947331    |73.5098634    |16.9206633         9.46806547    |73.611098     |16.9208365    |100           
   14681.25     9.48349401    |73.5083553    |17.0081507         9.38261283    |73.608942     |17.0084452    |100           
    14737.5     9.39828721    |73.5060769    |17.0956359         9.29793143    |73.6060172    |17.0960514    |100           
   14793.75     9.31384597    |73.5030362    |17.1831179         9.21401431    |73.6023316    |17.1836541    |100           
    14850.0     9.23016341    |73.4992408    |17.2705958         9.13085457    |73.5978931    |17.2712524    |100           
   14906.25     9.14723272    |73.4946985    |17.3580688         9.04844537    |73.5927092    |17.3588454    |100           
    14962.5     9.06504715    |73.489417     |17.4455359         8.96677995    |73.5867878    |17.4464322    |100           
   15018.75     8.98359998    |73.4834037    |17.5329963         8.88585159    |73.5801364    |17.534012     |100           
    15075.0     8.90288461    |73.4766663    |17.6204491         8.80565363    |73.5727625    |17.6215839    |100           
   15131.25     8.82289443    |73.4692121    |17.7078935         8.72617949    |73.5646735    |17.709147     |100           
    15187.5     8.74362295    |73.4610485    |17.7953286         8.64742264    |73.5558769    |17.7967005    |100           
   15243.75     8.66506371    |73.4521828    |17.8827535         8.56937659    |73.5463799    |17.8842435    |100           
    15300.0     8.5872103     |73.4426222    |17.9701675         8.49203493    |73.5361899    |17.9717752    |100           
   15356.25     8.51005638    |73.4323739    |18.0575697         8.41539131    |73.5253139    |18.0592948    |100           
    15412.5     8.43359567    |73.4214451    |18.1449593         8.33943942    |73.5137592    |18.1468014    |100           
   15468.75     8.35782194    |73.4098426    |18.2323354         8.26417303    |73.5015327    |18.2342943    |100           
    15525.0     8.28272902    |73.3975736    |18.3196974         8.18958595    |73.4886414    |18.3217726    |100           
   15581.25     8.20831079    |73.3846448    |18.4070444         8.11567203    |73.4750923    |18.4092356    |100           
    15637.5     8.13456119    |73.3710632    |18.4943756         8.04242522    |73.4608923    |18.4966825    |100           
   15693.75     8.06147421    |73.3568356    |18.5816902         7.96983949    |73.4460481    |18.5841124    |100           
    15750.0     7.9890439     |73.3419685    |18.6689876         7.89790887    |73.4305664    |18.6715247    |100           
   15806.25     7.91726435    |73.3264688    |18.7562668         7.82662744    |73.4144539    |18.7589186    |100           
    15862.5     7.84612973    |73.310343     |18.8435273         7.75598936    |73.3977173    |18.8462933    |100           
   15918.75     7.77563424    |73.2935976    |18.9307682         7.68598881    |73.3803631    |18.9336481    |100           
    15975.0     7.70577212    |73.2762391    |19.0179887         7.61662004    |73.3623978    |19.0209822    |100           
   16031.25     7.63653771    |73.258274     |19.1051883         7.54787735    |73.3438277    |19.1082949    |100           
    16087.5     7.56792534    |73.2397085    |19.1923661         7.47975509    |73.3246593    |19.1955856    |100           
   16143.75     7.49992944    |73.220549     |19.2795215         7.41224765    |73.3048989    |19.2828534    |100           
    16200.0     7.43254447    |73.2008018    |19.3666537         7.34534949    |73.2845528    |19.3700977    |100           
   16256.25     7.36576493    |73.180473     |19.4537621         7.27905511    |73.2636271    |19.4573178    |100           
    16312.5     7.29958539    |73.1595687    |19.540846          7.21335906    |73.242128     |19.544513     |100           
   16368.75     7.23400046    |73.138095     |19.6279046         7.14825595    |73.2200615    |19.6316826    |100           
    16425.0     7.16900479    |73.1160579    |19.7149373         7.08374041    |73.1974337    |19.7188259    |100           
   16481.25     7.10459309    |73.0934634    |19.8019435         7.01980714    |73.1742505    |19.8059423    |100           
    16537.5     7.04076012    |73.0703175    |19.8889224         6.9564509     |73.150518     |19.8930311    |100           
   16593.75     6.97750066    |73.0466259    |19.9758735         6.89366647    |73.1262418    |19.9800917    |100           
    16650.0     6.91480958    |73.0223944    |20.062796          6.83144869    |73.1014279    |20.0671234    |100           
   16706.25     6.85268176    |72.9976288    |20.1496894         6.76979244    |73.076082     |20.1541255    |100           
    16762.5     6.79111214    |72.9723348    |20.236553          6.70869267    |73.0502098    |20.2410975    |100           
   16818.75     6.73009572    |72.9465181    |20.3233862         6.64814435    |73.023817     |20.3280387    |100           
    16875.0     6.6696275     |72.9201841    |20.4101884         6.58814249    |72.996909     |20.4149485    |100           
   16931.25     6.60970258    |72.8933385    |20.4969589         6.52868217    |72.9694916    |20.5018262    |100           
    16987.5     6.55031607    |72.8659868    |20.5836972         6.46975851    |72.9415702    |20.5886713    |100           
   17043.75     6.49146314    |72.8381343    |20.6704026         6.41136665    |72.9131501    |20.6754832    |100           
    17100.0     6.43313898    |72.8097865    |20.7570745         6.35350179    |72.8842369    |20.7622613    |100           
   17156.25     6.37533885    |72.7809487    |20.8437125         6.29615919    |72.8548359    |20.8490049    |100           
    17212.5     6.31805804    |72.7516262    |20.9303158         6.23933412    |72.8249523    |20.9357136    |100           
   17268.75     6.26129188    |72.7218242    |21.0168839         6.18302193    |72.7945914    |21.0223867    |100           
    17325.0     6.20503575    |72.6915479    |21.1034163         6.12721797    |72.7637584    |21.1090237    |100           
   17381.25     6.14928507    |72.6608025    |21.1899124         6.07191765    |72.7324584    |21.1956239    |100           
    17437.5     6.0940353     |72.6295931    |21.2763716         6.01711645    |72.7006966    |21.2821869    |100           
   17493.75     6.03928193    |72.5979247    |21.3627934         5.96280984    |72.668478     |21.3687121    |100           
    17550.0     5.9850205     |72.5658023    |21.4491772         5.90899337    |72.6358076    |21.455199     |100           
   17606.25     5.93124661    |72.5332309    |21.5355225         5.85566262    |72.6026904    |21.541647     |100           
    17662.5     5.87795585    |72.5002153    |21.6218288         5.80281319    |72.5691312    |21.6280556    |100           
   17718.75     5.8251439     |72.4667605    |21.7080956         5.75044075    |72.5351351    |21.7144242    |100           
    17775.0     5.77280645    |72.4328713    |21.7943222         5.69854098    |72.5007067    |21.8007524    |100           
   17831.25     5.72093924    |72.3985524    |21.8805083         5.64710964    |72.4658508    |21.8870396    |100           
    17887.5     5.66953805    |72.3638087    |21.9666533         5.59614247    |72.4305723    |21.9732853    |100           
   17943.75     5.61859868    |72.3286447    |22.0527567         5.54563531    |72.3948757    |22.059489     |100           
    18000.0     5.56811699    |72.2930651    |22.1388179         5.49558398    |72.3587658    |22.1456502    |100           
   18056.25     5.51808886    |72.2570745    |22.2248366         5.44598439    |72.3222471    |22.2317685    |100           
    18112.5     5.46851023    |72.2206775    |22.3108122         5.39683246    |72.2853243    |22.3178433    |100           
   18168.75     5.41937704    |72.1838787    |22.3967443         5.34812413    |72.2480017    |22.4038741    |100           
    18225.0     5.37068531    |72.1466824    |22.4826323         5.29985542    |72.210284     |22.4898606    |100           
   18281.25     5.32243105    |72.1090931    |22.5684758         5.25202235    |72.1721755    |22.5758021    |100           
    18337.5     5.27461035    |72.0711153    |22.6542744         5.20462099    |72.1336807    |22.6616983    |100           
   18393.75     5.22721931    |72.0327532    |22.7400275         5.15764744    |72.0948039    |22.7475487    |100           
    18450.0     5.18025406    |71.9940112    |22.8257347         5.11109785    |72.0555494    |22.8333528    |100           
   18506.25     5.13371079    |71.9548936    |22.9113956         5.06496838    |72.0159215    |22.9191102    |100           
    18562.5     5.08758569    |71.9154045    |22.9970098         5.01925525    |71.9759244    |23.0048204    |100           
   18618.75     5.04187502    |71.8755483    |23.0825767         4.9739547     |71.9355623    |23.090483     |100           
    18675.0     4.99657504    |71.835329     |23.1680959         4.92906299    |71.8948394    |23.1760976    |100           
   18731.25     4.95168208    |71.7947508    |23.2535671         4.88457646    |71.8537599    |23.2616637    |100           
    18787.5     4.90719246    |71.7538178    |23.3389898         4.84049143    |71.8123277    |23.3471809    |100           
   18843.75     4.86310258    |71.7125339    |23.4243635         4.79680428    |71.7705469    |23.4326488    |100           
    18900.0     4.81940883    |71.6709032    |23.5096879         4.75351142    |71.7284216    |23.518067     |100           
   18956.25     4.77610766    |71.6289298    |23.5949626         4.7106093     |71.6859556    |23.6034351    |100           
    19012.5     4.73319554    |71.5866174    |23.6801871         4.66809438    |71.643153     |23.6887526    |100           
   19068.75     4.69066897    |71.54397      |23.765361          4.62596318    |71.6000177    |23.7740191    |100           
    19125.0     4.64852449    |71.5009915    |23.850484          4.58421222    |71.5565534    |23.8592344    |100           
   19181.25     4.60675867    |71.4576857    |23.9355556         4.54283809    |71.512764     |23.9443979    |100           
    19237.5     4.56536811    |71.4140564    |24.0205755         4.50183736    |71.4686534    |24.0295093    |100           
   19293.75     4.52434943    |71.3701073    |24.1055433         4.46120669    |71.4242252    |24.1145681    |100           
    19350.0     4.48369929    |71.3258421    |24.1904586         4.42094272    |71.3794831    |24.1995742    |100           
   19406.25     4.44341438    |71.2812646    |24.275321          4.38104215    |71.3344309    |24.2845269    |100           
    19462.5     4.40349142    |71.2363784    |24.3601302         4.34150169    |71.2890723    |24.3694261    |100           
   19518.75     4.36392717    |71.191187     |24.4448858         4.3023181     |71.2434107    |24.4542712    |100           
    19575.0     4.32471838    |71.1456942    |24.5295874         4.26348816    |71.1974498    |24.539062     |100           
   19631.25     4.28586188    |71.0999034    |24.6142347         4.22500867    |71.1511932    |24.6237981    |100           
    19687.5     4.24735449    |71.0538182    |24.6988273         4.18687647    |71.1046443    |24.7084792    |100           
   19743.75     4.20919308    |71.007442     |24.7833649         4.14908843    |71.0578067    |24.7931049    |100           
    19800.0     4.17137454    |70.9607783    |24.8678472         4.11164144    |71.0106838    |24.8776748    |100           
   19856.25     4.1338958     |70.9138305    |24.9522737         4.07453242    |70.963279     |24.9621886    |100           
    19912.5     4.09675379    |70.866602     |25.0366442         4.03775832    |70.9155957    |25.046646     |100           
   19968.75     4.05994549    |70.8190962    |25.1209583         4.00131612    |70.8676372    |25.1310467    |100           
    20025.0     4.0234679     |70.7713164    |25.2052157         3.96520283    |70.8194069    |25.2153903    |100           
   20081.25     3.98731806    |70.7232659    |25.2894161         3.92941547    |70.7709081    |25.2996764    |100           
