Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 28.125 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.56178515255509 at t = 14512.5 s

    Time                          Analytical                                             Numerical                         
    (s)              N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
  136153.125     3.25431492E-08|6.46115362    |93.5388463         3.09733267E-08|6.45561567    |93.5443843    |100           
   136181.25     3.23966233E-08|6.45730987    |93.5426901         3.08335541E-08|6.45177407    |93.5482259    |100           
  136209.375     3.22507572E-08|6.45346841    |93.5465316         3.06944122E-08|6.44793476    |93.5520652    |100           
    136237.5     3.21055478E-08|6.44962923    |93.5503707         3.05558982E-08|6.44409773    |93.5559022    |100           
  136265.625     3.19609923E-08|6.44579234    |93.5542076         3.04180093E-08|6.44026299    |93.559737     |100           
   136293.75     3.18170876E-08|6.44195773    |93.5580422         3.02807427E-08|6.43643053    |93.5635694    |100           
  136321.875     3.16738308E-08|6.4381254     |93.5618746         3.01440955E-08|6.43260035    |93.5673996    |100           
    136350.0     3.15312191E-08|6.43429535    |93.5657046         3.00080649E-08|6.42877245    |93.5712275    |100           
  136378.125     3.13892494E-08|6.43046758    |93.5695324         2.98726482E-08|6.42494683    |93.5750531    |100           
   136406.25     3.1247919E-08 |6.42664209    |93.5733579         2.97378426E-08|6.42112348    |93.5788765    |100           
  136434.375     3.11072249E-08|6.42281887    |93.5771811         2.96036453E-08|6.41730241    |93.5826976    |100           
    136462.5     3.09671644E-08|6.41899793    |93.581002          2.94700536E-08|6.41348361    |93.5865164    |100           
  136490.625     3.08277344E-08|6.41517926    |93.5848207         2.93370648E-08|6.40966709    |93.5903329    |100           
   136518.75     3.06889322E-08|6.41136286    |93.5886371         2.92046761E-08|6.40585283    |93.5941471    |100           
  136546.875     3.0550755E-08 |6.40754873    |93.5924512         2.90728848E-08|6.40204085    |93.5979591    |100           
    136575.0     3.04131999E-08|6.40373688    |93.5962631         2.89416883E-08|6.39823113    |93.6017688    |100           
  136603.125     3.02762641E-08|6.39992728    |93.6000727         2.88110838E-08|6.39442369    |93.6055763    |100           
   136631.25     3.0139945E-08 |6.39611996    |93.60388           2.86810687E-08|6.3906185     |93.6093815    |100           
  136659.375     3.00042395E-08|6.3923149     |93.6076851         2.85516403E-08|6.38681559    |93.6131844    |100           
    136687.5     2.98691452E-08|6.3885121     |93.6114879         2.8422796E-08 |6.38301493    |93.616985     |100           
  136715.625     2.9734659E-08 |6.38471157    |93.6152884         2.82945331E-08|6.37921654    |93.6207834    |100           
   136743.75     2.96007784E-08|6.3809133     |93.6190867         2.8166849E-08 |6.3754204     |93.6245796    |100           
  136771.875     2.94675006E-08|6.37711728    |93.6228827         2.80397411E-08|6.37162653    |93.6283734    |100           
    136800.0     2.93348229E-08|6.37332353    |93.6266764         2.79132068E-08|6.36783491    |93.6321651    |100           
  136828.125     2.92027426E-08|6.36953203    |93.6304679         2.77872435E-08|6.36404555    |93.6359544    |100           
   136856.25     2.90712569E-08|6.36574279    |93.6342572         2.76618487E-08|6.36025845    |93.6397415    |100           
  136884.375     2.89403633E-08|6.3619558     |93.6380442         2.75370197E-08|6.3564736     |93.6435264    |100           
    136912.5     2.8810059E-08 |6.35817107    |93.6418289         2.7412754E-08 |6.352691      |93.647309     |100           
  136940.625     2.86803414E-08|6.35438858    |93.6456114         2.72890491E-08|6.34891065    |93.6510893    |100           
   136968.75     2.85512079E-08|6.35060835    |93.6493916         2.71659024E-08|6.34513255    |93.6548674    |100           
  136996.875     2.84226558E-08|6.34683036    |93.6531696         2.70433115E-08|6.3413567     |93.6586433    |100           
    137025.0     2.82946825E-08|6.34305463    |93.6569453         2.69212738E-08|6.3375831     |93.6624169    |100           
  137053.125     2.81672854E-08|6.33928114    |93.6607188         2.67997868E-08|6.33381174    |93.6661882    |100           
   137081.25     2.80404619E-08|6.33550989    |93.6644901         2.6678848E-08 |6.33004262    |93.6699573    |100           
  137109.375     2.79142095E-08|6.33174089    |93.6682591         2.6558455E-08 |6.32627575    |93.6737242    |100           
    137137.5     2.77885254E-08|6.32797413    |93.6720258         2.64386052E-08|6.32251112    |93.6774888    |100           
  137165.625     2.76634073E-08|6.32420961    |93.6757904         2.63192963E-08|6.31874874    |93.6812512    |100           
   137193.75     2.75388526E-08|6.32044733    |93.6795526         2.62005259E-08|6.31498859    |93.6850114    |100           
  137221.875     2.74148586E-08|6.31668728    |93.6833127         2.60822913E-08|6.31123067    |93.6887693    |100           
    137250.0     2.72914229E-08|6.31292948    |93.6870705         2.59645904E-08|6.307475      |93.692525     |100           
  137278.125     2.7168543E-08 |6.30917391    |93.6908261         2.58474206E-08|6.30372156    |93.6962784    |100           
   137306.25     2.70462164E-08|6.30542057    |93.6945794         2.57307795E-08|6.29997035    |93.7000296    |100           
  137334.375     2.69244405E-08|6.30166947    |93.6983305         2.56146648E-08|6.29622137    |93.7037786    |100           
    137362.5     2.68032129E-08|6.2979206     |93.7020794         2.54990741E-08|6.29247463    |93.7075253    |100           
  137390.625     2.66825312E-08|6.29417396    |93.705826          2.5384005E-08 |6.28873011    |93.7112699    |100           
   137418.75     2.65623928E-08|6.29042955    |93.7095704         2.52694552E-08|6.28498783    |93.7150121    |100           
  137446.875     2.64427954E-08|6.28668736    |93.7133126         2.51554223E-08|6.28124777    |93.7187522    |100           
    137475.0     2.63237364E-08|6.28294741    |93.7170526         2.5041904E-08 |6.27750993    |93.72249      |100           
  137503.125     2.62052135E-08|6.27920967    |93.7207903         2.4928898E-08 |6.27377432    |93.7262257    |100           
   137531.25     2.60872243E-08|6.27547416    |93.7245258         2.4816402E-08 |6.27004094    |93.729959     |100           
  137559.375     2.59697663E-08|6.27174088    |93.7282591         2.47044135E-08|6.26630977    |93.7336902    |100           
    137587.5     2.58528372E-08|6.26800981    |93.7319902         2.45929305E-08|6.26258083    |93.7374191    |100           
  137615.625     2.57364345E-08|6.26428096    |93.735719          2.44819506E-08|6.2588541     |93.7411459    |100           
   137643.75     2.5620556E-08 |6.26055433    |93.7394456         2.43714714E-08|6.25512959    |93.7448704    |100           
  137671.875     2.55051991E-08|6.25682992    |93.7431701         2.42614908E-08|6.2514073     |93.7485927    |100           
    137700.0     2.53903617E-08|6.25310773    |93.7468922         2.41520066E-08|6.24768723    |93.7523128    |100           
  137728.125     2.52760414E-08|6.24938775    |93.7506122         2.40430164E-08|6.24396936    |93.7560306    |100           
   137756.25     2.51622357E-08|6.24566998    |93.75433           2.3934518E-08 |6.24025371    |93.7597463    |100           
  137784.375     2.50489425E-08|6.24195442    |93.7580456         2.38265093E-08|6.23654027    |93.7634597    |100           
    137812.5     2.49361594E-08|6.23824107    |93.7617589         2.37189879E-08|6.23282904    |93.7671709    |100           
  137840.625     2.48238841E-08|6.23452994    |93.76547           2.36119518E-08|6.22912002    |93.77088      |100           
   137868.75     2.47121143E-08|6.23082101    |93.769179          2.35053987E-08|6.22541321    |93.7745868    |100           
  137896.875     2.46008478E-08|6.22711428    |93.7728857         2.33993264E-08|6.2217086     |93.7782914    |100           
    137925.0     2.44900822E-08|6.22340977    |93.7765902         2.32937328E-08|6.2180062     |93.7819938    |100           
  137953.125     2.43798153E-08|6.21970745    |93.7802925         2.31886157E-08|6.214306      |93.785694     |100           
   137981.25     2.4270045E-08 |6.21600734    |93.7839926         2.3083973E-08 |6.210608      |93.789392     |100           
  138009.375     2.41607689E-08|6.21230943    |93.7876905         2.29798025E-08|6.2069122     |93.7930878    |100           
    138037.5     2.40519847E-08|6.20861372    |93.7913863         2.2876102E-08 |6.2032186     |93.7967814    |100           
  138065.625     2.39436904E-08|6.20492021    |93.7950798         2.27728696E-08|6.1995272     |93.8004728    |100           
   138093.75     2.38358837E-08|6.20122889    |93.7987711         2.2670103E-08 |6.195838      |93.804162     |100           
  138121.875     2.37285624E-08|6.19753977    |93.8024602         2.25678001E-08|6.19215099    |93.807849     |100           
    138150.0     2.36217243E-08|6.19385285    |93.8061471         2.24659589E-08|6.18846617    |93.8115338    |100           
  138178.125     2.35153673E-08|6.19016812    |93.8098319         2.23645773E-08|6.18478355    |93.8152164    |100           
   138206.25     2.34094891E-08|6.18648558    |93.8135144         2.22636532E-08|6.18110312    |93.8188969    |100           
  138234.375     2.33040876E-08|6.18280523    |93.8171947         2.21631845E-08|6.17742488    |93.8225751    |100           
    138262.5     2.31991608E-08|6.17912707    |93.8208729         2.20631692E-08|6.17374883    |93.8262511    |100           
  138290.625     2.30947063E-08|6.1754511     |93.8245489         2.19636053E-08|6.17007497    |93.829925     |100           
   138318.75     2.29907221E-08|6.17177732    |93.8282227         2.18644906E-08|6.16640329    |93.8335967    |100           
  138346.875     2.28872062E-08|6.16810572    |93.8318943         2.17658233E-08|6.1627338     |93.8372662    |100           
    138375.0     2.27841563E-08|6.16443631    |93.8355637         2.16676011E-08|6.15906649    |93.8409335    |100           
  138403.125     2.26815704E-08|6.16076908    |93.8392309         2.15698222E-08|6.15540136    |93.8445986    |100           
   138431.25     2.25794464E-08|6.15710403    |93.8428959         2.14724846E-08|6.15173842    |93.8482616    |100           
  138459.375     2.24777822E-08|6.15344116    |93.8465588         2.13755862E-08|6.14807765    |93.8519223    |100           
    138487.5     2.23765758E-08|6.14978047    |93.8502195         2.12791251E-08|6.14441906    |93.8555809    |100           
  138515.625     2.2275825E-08 |6.14612196    |93.853878          2.11830993E-08|6.14076265    |93.8592373    |100           
   138543.75     2.21755279E-08|6.14246562    |93.8575344         2.10875068E-08|6.13710842    |93.8628916    |100           
  138571.875     2.20756824E-08|6.13881146    |93.8611885         2.09923457E-08|6.13345636    |93.8665436    |100           
    138600.0     2.19762864E-08|6.13515947    |93.8648405         2.0897614E-08 |6.12980647    |93.8701935    |100           
  138628.125     2.18773379E-08|6.13150966    |93.8684903         2.08033098E-08|6.12615876    |93.8738412    |100           
   138656.25     2.1778835E-08 |6.12786202    |93.872138          2.07094312E-08|6.12251321    |93.8774868    |100           
  138684.375     2.16807756E-08|6.12421654    |93.8757834         2.06159762E-08|6.11886984    |93.8811301    |100           
    138712.5     2.15831577E-08|6.12057324    |93.8794267         2.0522943E-08 |6.11522863    |93.8847713    |100           
  138740.625     2.14859793E-08|6.1169321     |93.8830679         2.04303296E-08|6.11158959    |93.8884104    |100           
   138768.75     2.13892384E-08|6.11329313    |93.8867068         2.03381341E-08|6.10795272    |93.8920473    |100           
  138796.875     2.12929332E-08|6.10965633    |93.8903437         2.02463547E-08|6.10431801    |93.895682     |100           
    138825.0     2.11970615E-08|6.10602169    |93.8939783         2.01549894E-08|6.10068546    |93.8993145    |100           
  138853.125     2.11016215E-08|6.10238921    |93.8976108         2.00640365E-08|6.09705508    |93.9029449    |100           
   138881.25     2.10066113E-08|6.09875889    |93.9012411         1.9973494E-08 |6.09342685    |93.9065731    |100           
  138909.375     2.09120288E-08|6.09513073    |93.9048693         1.988336E-08  |6.08980079    |93.9101992    |100           
    138937.5     2.08178722E-08|6.09150473    |93.9084953         1.97936328E-08|6.08617688    |93.9138231    |100           
  138965.625     2.07241395E-08|6.08788088    |93.9121191         1.97043106E-08|6.08255513    |93.9174449    |100           
   138993.75     2.06308288E-08|6.0842592     |93.9157408         1.96153914E-08|6.07893553    |93.9210645    |100           
  139021.875     2.05379383E-08|6.08063966    |93.9193603         1.95268735E-08|6.07531809    |93.9246819    |100           
    139050.0     2.0445466E-08 |6.07702228    |93.9229777         1.9438755E-08 |6.0717028     |93.9282972    |100           
  139078.125     2.03534101E-08|6.07340705    |93.9265929         1.93510342E-08|6.06808966    |93.9319103    |100           
   139106.25     2.02617687E-08|6.06979398    |93.930206          1.92637092E-08|6.06447867    |93.9355213    |100           
  139134.375     2.01705399E-08|6.06618305    |93.9338169         1.91767783E-08|6.06086983    |93.9391301    |100           
    139162.5     2.00797218E-08|6.06257427    |93.9374257         1.90902397E-08|6.05726314    |93.9427368    |100           
  139190.625     1.99893127E-08|6.05896764    |93.9410323         1.90040916E-08|6.05365859    |93.9463414    |100           
   139218.75     1.98993106E-08|6.05536315    |93.9446368         1.89183323E-08|6.05005619    |93.9499438    |100           
  139246.875     1.98097137E-08|6.05176081    |93.9482392         1.883296E-08  |6.04645594    |93.953544     |100           
    139275.0     1.97205203E-08|6.04816061    |93.9518394         1.87479729E-08|6.04285782    |93.9571422    |100           
  139303.125     1.96317285E-08|6.04456255    |93.9554374         1.86633694E-08|6.03926185    |93.9607381    |100           
   139331.25     1.95433364E-08|6.04096663    |93.9590334         1.85791476E-08|6.03566801    |93.964332     |100           
  139359.375     1.94553423E-08|6.03737285    |93.9626271         1.84953059E-08|6.03207632    |93.9679237    |100           
    139387.5     1.93677445E-08|6.03378121    |93.9662188         1.84118426E-08|6.02848676    |93.9715132    |100           
  139415.625     1.9280541E-08 |6.03019171    |93.9698083         1.83287559E-08|6.02489934    |93.9751006    |100           
   139443.75     1.91937302E-08|6.02660434    |93.9733956         1.82460441E-08|6.02131405    |93.9786859    |100           
  139471.875     1.91073102E-08|6.0230191     |93.9769809         1.81637056E-08|6.0177309     |93.9822691    |100           
    139500.0     1.90212793E-08|6.019436      |93.980564          1.80817387E-08|6.01414988    |93.9858501    |100           
  139528.125     1.89356358E-08|6.01585503    |93.9841449         1.80001416E-08|6.01057099    |93.989429     |100           
   139556.25     1.88503779E-08|6.01227619    |93.9877238         1.79189128E-08|6.00699423    |93.9930058    |100           
  139584.375     1.87655039E-08|6.00869948    |93.9913005         1.78380505E-08|6.0034196     |93.9965804    |100           
    139612.5     1.8681012E-08 |6.0051249     |93.9948751         1.77575532E-08|5.99984709    |94.0001529    |100           
  139640.625     1.85969006E-08|6.00155244    |93.9984475         1.76774191E-08|5.99627672    |94.0037233    |100           
   139668.75     1.85131679E-08|5.99798211    |94.0020179         1.75976466E-08|5.99270846    |94.0072915    |100           
  139696.875     1.84298121E-08|5.9944139     |94.0055861         1.75182341E-08|5.98914233    |94.0108577    |100           
    139725.0     1.83468317E-08|5.99084782    |94.0091522         1.743918E-08  |5.98557832    |94.0144217    |100           
  139753.125     1.82642249E-08|5.98728386    |94.0127161         1.73604826E-08|5.98201643    |94.0179835    |100           
   139781.25     1.81819901E-08|5.98372201    |94.016278          1.72821403E-08|5.97845667    |94.0215433    |100           
  139809.375     1.81001255E-08|5.98016229    |94.0198377         1.72041516E-08|5.97489902    |94.025101     |100           
    139837.5     1.80186295E-08|5.97660469    |94.0233953         1.71265148E-08|5.97134348    |94.0286565    |100           
  139865.625     1.79375004E-08|5.9730492     |94.0269508         1.70492284E-08|5.96779007    |94.0322099    |100           
   139893.75     1.78567366E-08|5.96949582    |94.0305042         1.69722908E-08|5.96423877    |94.0357612    |100           
  139921.875     1.77763365E-08|5.96594456    |94.0340554         1.68957003E-08|5.96068958    |94.0393104    |100           
    139950.0     1.76962984E-08|5.96239541    |94.0376046         1.68194555E-08|5.9571425     |94.0428575    |100           
  139978.125     1.76166206E-08|5.95884838    |94.0411516         1.67435547E-08|5.95359753    |94.0464024    |100           
   140006.25     1.75373016E-08|5.95530345    |94.0446965         1.66679964E-08|5.95005468    |94.0499453    |100           
  140034.375     1.74583397E-08|5.95176063    |94.0482393         1.65927791E-08|5.94651393    |94.0534861    |100           
    140062.5     1.73797334E-08|5.94821992    |94.0517801         1.65179013E-08|5.94297529    |94.0570247    |100           
  140090.625     1.73014809E-08|5.94468132    |94.0553187         1.64433613E-08|5.93943875    |94.0605612    |100           
   140118.75     1.72235808E-08|5.94114482    |94.0588552         1.63691578E-08|5.93590432    |94.0640957    |100           
  140146.875     1.71460315E-08|5.93761043    |94.0623896         1.6295289E-08 |5.93237199    |94.067628     |100           
    140175.0     1.70688313E-08|5.93407814    |94.0659218         1.62217537E-08|5.92884177    |94.0711582    |100           
  140203.125     1.69919787E-08|5.93054794    |94.069452          1.61485501E-08|5.92531364    |94.0746863    |100           
   140231.25     1.69154722E-08|5.92701985    |94.0729801         1.60756769E-08|5.92178762    |94.0782124    |100           
  140259.375     1.68393101E-08|5.92349386    |94.0765061         1.60031326E-08|5.91826369    |94.0817363    |100           
    140287.5     1.67634909E-08|5.91996997    |94.08003           1.59309156E-08|5.91474186    |94.0852581    |100           
  140315.625     1.66880131E-08|5.91644817    |94.0835518         1.58590246E-08|5.91122213    |94.0887779    |100           
   140343.75     1.66128752E-08|5.91292847    |94.0870715         1.57874579E-08|5.90770449    |94.0922955    |100           
  140371.875     1.65380756E-08|5.90941086    |94.0905891         1.57162142E-08|5.90418894    |94.095811     |100           
    140400.0     1.64636127E-08|5.90589534    |94.0941046         1.5645292E-08 |5.90067549    |94.0993245    |100           
  140428.125     1.63894851E-08|5.90238192    |94.0976181         1.55746899E-08|5.89716412    |94.1028359    |100           
   140456.25     1.63156913E-08|5.89887059    |94.1011294         1.55044063E-08|5.89365485    |94.1063451    |100           
  140484.375     1.62422297E-08|5.89536134    |94.1046386         1.54344399E-08|5.89014766    |94.1098523    |100           
    140512.5     1.61690989E-08|5.89185418    |94.1081458         1.53647893E-08|5.88664256    |94.1133574    |100           
  140540.625     1.60962974E-08|5.88834911    |94.1116509         1.5295453E-08 |5.88313955    |94.1168604    |100           
   140568.75     1.60238237E-08|5.88484613    |94.1151539         1.52264295E-08|5.87963862    |94.1203614    |100           
  140596.875     1.59516762E-08|5.88134522    |94.1186548         1.51577176E-08|5.87613978    |94.1238602    |100           
    140625.0     1.58798536E-08|5.8778464     |94.1221536         1.50893157E-08|5.87264301    |94.127357     |100           
  140653.125     1.58083544E-08|5.87434967    |94.1256503         1.50212225E-08|5.86914833    |94.1308517    |100           
   140681.25     1.57371772E-08|5.87085501    |94.129145          1.49534366E-08|5.86565573    |94.1343443    |100           
  140709.375     1.56663204E-08|5.86736243    |94.1326376         1.48859565E-08|5.8621652     |94.1378348    |100           
    140737.5     1.55957826E-08|5.86387193    |94.1361281         1.4818781E-08 |5.85867676    |94.1413232    |100           
  140765.625     1.55255624E-08|5.8603835     |94.1396165         1.47519086E-08|5.85519039    |94.1448096    |100           
   140793.75     1.54556584E-08|5.85689715    |94.1431028         1.4685338E-08 |5.85170609    |94.1482939    |100           
  140821.875     1.53860692E-08|5.85341288    |94.1465871         1.46190679E-08|5.84822387    |94.1517761    |100           
    140850.0     1.53167932E-08|5.84993067    |94.1500693         1.45530967E-08|5.84474371    |94.1552563    |100           
  140878.125     1.52478292E-08|5.84645054    |94.1535494         1.44874233E-08|5.84126563    |94.1587344    |100           
   140906.25     1.51791757E-08|5.84297248    |94.1570275         1.44220462E-08|5.83778962    |94.1622104    |100           
  140934.375     1.51108313E-08|5.83949649    |94.1605035         1.43569642E-08|5.83431568    |94.1656843    |100           
    140962.5     1.50427946E-08|5.83602257    |94.1639774         1.42921759E-08|5.83084381    |94.1691562    |100           
  140990.625     1.49750643E-08|5.83255071    |94.1674493         1.42276799E-08|5.827374      |94.172626     |100           
   141018.75     1.49076389E-08|5.82908092    |94.1709191         1.4163475E-08 |5.82390626    |94.1760937    |100           
  141046.875     1.48405171E-08|5.82561319    |94.1743868         1.40995598E-08|5.82044058    |94.1795594    |100           
    141075.0     1.47736976E-08|5.82214753    |94.1778525         1.4035933E-08 |5.81697696    |94.183023     |100           
  141103.125     1.47071788E-08|5.81868392    |94.1813161         1.39725934E-08|5.8135154     |94.1864846    |100           
   141131.25     1.46409596E-08|5.81522238    |94.1847776         1.39095396E-08|5.81005591    |94.1899441    |100           
  141159.375     1.45750385E-08|5.8117629     |94.1882371         1.38467703E-08|5.80659847    |94.1934015    |100           
    141187.5     1.45094143E-08|5.80830547    |94.1916945         1.37842843E-08|5.80314309    |94.1968569    |100           
  141215.625     1.44440855E-08|5.80485011    |94.1951499         1.37220803E-08|5.79968976    |94.2003102    |100           
   141243.75     1.43790509E-08|5.80139679    |94.1986032         1.3660157E-08 |5.79623849    |94.2037615    |100           
  141271.875     1.4314309E-08 |5.79794553    |94.2020545         1.35985131E-08|5.79278928    |94.2072107    |100           
    141300.0     1.42498587E-08|5.79449633    |94.2055037         1.35371474E-08|5.78934211    |94.2106579    |100           
  141328.125     1.41856986E-08|5.79104918    |94.2089508         1.34760587E-08|5.785897      |94.214103     |100           
   141356.25     1.41218273E-08|5.78760407    |94.2123959         1.34152456E-08|5.78245394    |94.217546     |100           
  141384.375     1.40582437E-08|5.78416102    |94.215839          1.33547069E-08|5.77901293    |94.2209871    |100           
    141412.5     1.39949463E-08|5.78072002    |94.21928           1.32944414E-08|5.77557396    |94.224426     |100           
  141440.625     1.39319339E-08|5.77728106    |94.2227189         1.32344479E-08|5.77213704    |94.2278629    |100           
   141468.75     1.38692052E-08|5.77384415    |94.2261558         1.31747251E-08|5.76870217    |94.2312978    |100           
  141496.875     1.3806759E-08 |5.77040928    |94.2295907         1.31152718E-08|5.76526934    |94.2347306    |100           
    141525.0     1.37445939E-08|5.76697646    |94.2330235         1.30560868E-08|5.76183856    |94.2381614    |100           
  141553.125     1.36827087E-08|5.76354568    |94.2364543         1.29971689E-08|5.75840981    |94.2415902    |100           
   141581.25     1.36211022E-08|5.76011694    |94.2398831         1.29385169E-08|5.75498311    |94.2450169    |100           
  141609.375     1.3559773E-08 |5.75669023    |94.2433098         1.28801296E-08|5.75155844    |94.2484415    |100           
    141637.5     1.349872E-08  |5.75326557    |94.2467344         1.28220057E-08|5.74813581    |94.2518642    |100           
  141665.625     1.34379419E-08|5.74984295    |94.250157          1.27641441E-08|5.74471522    |94.2552848    |100           
   141693.75     1.33774374E-08|5.74642236    |94.2535776         1.27065437E-08|5.74129667    |94.2587033    |100           
  141721.875     1.33172054E-08|5.7430038     |94.2569962         1.26492031E-08|5.73788015    |94.2621198    |100           
    141750.0     1.32572445E-08|5.73958728    |94.2604127         1.25921214E-08|5.73446566    |94.2655343    |100           
  141778.125     1.31975537E-08|5.7361728     |94.2638272         1.25352972E-08|5.7310532     |94.2689468    |100           
   141806.25     1.31381315E-08|5.73276034    |94.2672396         1.24787295E-08|5.72764278    |94.2723572    |100           
  141834.375     1.3078977E-08 |5.72934991    |94.2706501         1.2422417E-08 |5.72423438    |94.2757656    |100           
    141862.5     1.30200887E-08|5.72594152    |94.2740585         1.23663586E-08|5.72082801    |94.279172     |100           
  141890.625     1.29614657E-08|5.72253515    |94.2774648         1.23105532E-08|5.71742367    |94.2825763    |100           
   141918.75     1.29031065E-08|5.7191308     |94.2808692         1.22549997E-08|5.71402136    |94.2859786    |100           
  141946.875     1.28450102E-08|5.71572849    |94.2842715         1.21996968E-08|5.71062107    |94.2893789    |100           
    141975.0     1.27871754E-08|5.71232819    |94.2876718         1.21446435E-08|5.7072228     |94.2927772    |100           
  142003.125     1.2729601E-08 |5.70892992    |94.2910701         1.20898387E-08|5.70382656    |94.2961734    |100           
   142031.25     1.26722858E-08|5.70553367    |94.2944663         1.20352812E-08|5.70043234    |94.2995677    |100           
  142059.375     1.26152287E-08|5.70213944    |94.2978605         1.19809698E-08|5.69704013    |94.3029599    |100           
    142087.5     1.25584285E-08|5.69874723    |94.3012528         1.19269036E-08|5.69364995    |94.30635      |100           
  142115.625     1.25018841E-08|5.69535704    |94.3046429         1.18730813E-08|5.69026178    |94.3097382    |100           
   142143.75     1.24455942E-08|5.69196887    |94.3080311         1.18195019E-08|5.68687563    |94.3131244    |100           
  142171.875     1.23895578E-08|5.68858271    |94.3114173         1.17661643E-08|5.68349149    |94.3165085    |100           
    142200.0     1.23337737E-08|5.68519856    |94.3148014         1.17130674E-08|5.68010937    |94.3198906    |100           
  142228.125     1.22782408E-08|5.68181643    |94.3181836         1.16602101E-08|5.67672926    |94.3232707    |100           
   142256.25     1.22229579E-08|5.67843631    |94.3215637         1.16075914E-08|5.67335116    |94.3266488    |100           
  142284.375     1.21679239E-08|5.6750582     |94.3249418         1.15552101E-08|5.66997507    |94.3300249    |100           
    142312.5     1.21131377E-08|5.6716821     |94.3283179         1.15030651E-08|5.666601      |94.333399     |100           
  142340.625     1.20585981E-08|5.66830801    |94.331692          1.14511555E-08|5.66322892    |94.3367711    |100           
   142368.75     1.20043042E-08|5.66493593    |94.3350641         1.13994802E-08|5.65985886    |94.3401411    |100           
  142396.875     1.19502547E-08|5.66156585    |94.3384341         1.1348038E-08 |5.6564908     |94.3435092    |100           
    142425.0     1.18964485E-08|5.65819778    |94.3418022         1.1296828E-08 |5.65312475    |94.3468752    |100           
  142453.125     1.18428847E-08|5.65483171    |94.3451683         1.1245849E-08 |5.64976069    |94.3502393    |100           
   142481.25     1.1789562E-08 |5.65146764    |94.3485323         1.11951001E-08|5.64639864    |94.3536013    |100           
  142509.375     1.17364793E-08|5.64810558    |94.3518944         1.11445803E-08|5.6430386     |94.3569614    |100           
    142537.5     1.16836357E-08|5.64474551    |94.3552545         1.10942884E-08|5.63968055    |94.3603194    |100           
  142565.625     1.163103E-08  |5.64138745    |94.3586125         1.10442234E-08|5.63632449    |94.3636755    |100           
   142593.75     1.15786612E-08|5.63803138    |94.3619686         1.09943844E-08|5.63297044    |94.3670295    |100           
  142621.875     1.15265282E-08|5.63467731    |94.3653227         1.09447703E-08|5.62961838    |94.3703816    |100           
    142650.0     1.14746298E-08|5.63132523    |94.3686748         1.08953801E-08|5.62626832    |94.3737317    |100           
  142678.125     1.14229652E-08|5.62797515    |94.3720248         1.08462128E-08|5.62292025    |94.3770797    |100           
   142706.25     1.13715332E-08|5.62462706    |94.3753729         1.07972673E-08|5.61957417    |94.3804258    |100           
  142734.375     1.13203328E-08|5.62128096    |94.378719          1.07485427E-08|5.61623008    |94.3837699    |100           
    142762.5     1.12693628E-08|5.61793685    |94.3820631         1.0700038E-08 |5.61288799    |94.387112     |100           
  142790.625     1.12186224E-08|5.61459473    |94.3854053         1.06517522E-08|5.60954788    |94.3904521    |100           
   142818.75     1.11681105E-08|5.61125461    |94.3887454         1.06036843E-08|5.60620976    |94.3937902    |100           
  142846.875     1.11178259E-08|5.60791646    |94.3920835         1.05558333E-08|5.60287363    |94.3971264    |100           
    142875.0     1.10677678E-08|5.60458031    |94.3954197         1.05081982E-08|5.59953948    |94.4004605    |100           
  142903.125     1.10179351E-08|5.60124613    |94.3987539         1.04607781E-08|5.59620731    |94.4037927    |100           
   142931.25     1.09683267E-08|5.59791395    |94.402086          1.0413572E-08 |5.59287713    |94.4071229    |100           
  142959.375     1.09189417E-08|5.59458374    |94.4054162         1.03665789E-08|5.58954893    |94.4104511    |100           
    142987.5     1.08697791E-08|5.59125552    |94.4087445         1.03197979E-08|5.58622271    |94.4137773    |100           
  143015.625     1.08208378E-08|5.58792927    |94.4120707         1.0273228E-08 |5.58289847    |94.4171015    |100           
   143043.75     1.07721168E-08|5.584605      |94.415395          1.02268682E-08|5.57957621    |94.4204238    |100           
  143071.875     1.07236153E-08|5.58128272    |94.4187173         1.01807177E-08|5.57625593    |94.4237441    |100           
    143100.0     1.06753321E-08|5.5779624     |94.4220376         1.01347754E-08|5.57293762    |94.4270624    |100           
  143128.125     1.06272663E-08|5.57464407    |94.4253559         1.00890404E-08|5.56962128    |94.4303787    |100           
   143156.25     1.05794169E-08|5.5713277     |94.4286723         1.00435119E-08|5.56630692    |94.4336931    |100           
  143184.375     1.0531783E-08 |5.56801331    |94.4319867         9.99818873E-09|5.56299454    |94.4370055    |100           
    143212.5     1.04843635E-08|5.5647009     |94.4352991         9.95307014E-09|5.55968412    |94.4403159    |100           
  143240.625     1.04371576E-08|5.56139045    |94.4386095         9.90815515E-09|5.55637567    |94.4436243    |100           
   143268.75     1.03901642E-08|5.55808197    |94.441918          9.86344284E-09|5.55306919    |94.4469308    |100           
